team,player,x,y,shot_statsbomb_xg,is_goal,on_target
Australia,Jackson Irvine,114.3,48.2,0.07543106,False,False
Tunisia,Youssef Msakni,102.8,54.8,0.031703874,False,False
Tunisia,Mohamed Dräger,109.2,48.4,0.21984866,False,False
Australia,Mitchell Thomas Duke,104.9,40.6,0.040856346,False,True
Australia,Fran Karačić,106.4,54.9,0.035070673,False,False
Australia,Fran Karačić,87.2,52.2,0.0052714557,False,False
Tunisia,Youssef Msakni,111.0,45.5,0.23484555,False,False
Australia,Mitchell Thomas Duke,107.3,39.8,0.06400663,False,False
Tunisia,Ferjani Sassi,91.2,52.7,0.020219443,False,False
Tunisia,Youssef Msakni,101.8,31.8,0.058604978,False,False
Tunisia,Youssef Msakni,108.1,25.0,0.026706748,False,True
Tunisia,Youssef Msakni,95.6,42.2,0.048467197,False,True
Australia,Aaron Mooy,95.6,44.1,0.039191317,False,False
Tunisia,Youssef Msakni,110.1,38.0,0.10262261,False,False
Tunisia,Montassar Omar Talbi,89.6,34.9,0.012159805,False,True
Tunisia,Taha Yassine Khenissi,98.4,54.6,0.012915949,False,False
Tunisia,Naïm Sliti,109.8,47.4,0.1403044,False,False
Tunisia,Wahbi Khazri,109.9,49.4,0.09264534,False,True
Tunisia,Wahbi Khazri,108.4,24.1,0.021421792,False,False
Senegal,Idrissa Gana Gueye,106.9,45.7,0.21271749,False,False
Senegal,Boulaye Dia,109.3,51.9,0.16839646,False,False
Ecuador,Enner Remberto Valencia Lastra,86.9,40.9,0.021615954,False,False
Ecuador,Enner Remberto Valencia Lastra,95.9,37.7,0.02803523,False,False
Senegal,Ismaïla Sarr,99.2,40.2,0.042373266,False,False
Senegal,Iliman Ndiaye,99.7,52.9,0.02889044,False,False
Senegal,Ismaïla Sarr,104.1,25.5,0.023828069,False,False
Senegal,Pape Gueye,93.0,36.3,0.025696881,False,False
Senegal,Abdou Diallo,107.9,41.9,0.035411544,False,False
Senegal,Pathé Ismaël Ciss,108.1,33.6,0.03057826,False,False
Senegal,Ismaïla Sarr,108.0,40.0,0.7835,True,True
Senegal,Iliman Ndiaye,107.3,46.7,0.04522632,False,False
Ecuador,José Adoni Cifuentes Charcopa,93.8,51.3,0.025271386,False,True
Ecuador,Michael Steveen Estrada Martínez,106.7,38.8,0.042533338,False,False
Ecuador,Felix Eduardo Torres Caicedo,113.7,42.7,0.15397952,False,False
Ecuador,Moisés Isaac Caicedo Corozo,117.2,35.6,0.5894187,True,True
Senegal,Kalidou Koulibaly,114.3,46.0,0.23427999,True,True
Ecuador,Gonzalo Jordy Plata Jiménez,107.0,42.8,0.058988493,False,True
Senegal,Boulaye Dia,101.3,54.6,0.04455093,False,False
Senegal,Pape Gueye,102.6,54.8,0.03201506,False,True
Ecuador,Jeremy Leonel Sarmiento Morante,105.3,32.1,0.02928531,False,True
Ecuador,Jackson Gabriel Porozo Vernaza,105.9,34.3,0.052534856,False,False
Uruguay,Matías Vecino Falero,109.5,28.6,0.052239094,False,True
Uruguay,Federico Santiago Valverde Dipetta,103.9,35.4,0.05187739,False,False
South Korea,Ui-Jo Hwang,108.9,42.7,0.323128,False,False
South Korea,In-Beom Hwang,89.7,57.6,0.007071261,False,False
Uruguay,Diego Roberto Godín Leal,110.0,40.4,0.054689027,False,False
Uruguay,José María Giménez de Vargas,103.5,35.9,0.046385217,False,False
South Korea,Min Jae Kim,111.5,46.1,0.046898182,False,False
Uruguay,Rodrigo Bentancur Colmán,101.3,38.3,0.052523207,False,False
Uruguay,Federico Santiago Valverde Dipetta,90.5,27.4,0.014167523,False,False
Uruguay,Edinson Roberto Cavani Gómez,106.6,47.5,0.03804607,False,False
South Korea,Kang-In Lee,94.5,54.2,0.023162797,False,False
South Korea,Gue-Sung Cho,93.4,42.0,0.036145955,False,False
Uruguay,Darwin Gabriel Núñez Ribeiro,100.6,28.3,0.028178101,False,False
Uruguay,Edinson Roberto Cavani Gómez,110.5,39.7,0.06689449,False,False
Uruguay,Federico Santiago Valverde Dipetta,95.7,22.6,0.012294213,False,False
South Korea,Heung-Min Son,93.8,36.6,0.0335565,False,False
South Korea,In-Beom Hwang,94.9,26.7,0.023029828,False,False
Portugal,João Félix Sequeira,106.8,44.2,0.0989785,False,True
Morocco,Youssef En-Nesyri,112.7,39.4,0.117904566,False,False
Portugal,Raphaël Adelino José Guerreiro,105.6,23.6,0.019215545,False,False
Morocco,Hakim Ziyech,96.1,60.9,0.008206696,False,False
Morocco,Youssef En-Nesyri,106.7,39.8,0.043849364,False,False
Portugal,João Félix Sequeira,100.9,27.7,0.027014187,False,False
Morocco,Selim Amallah,108.7,31.3,0.06053267,False,False
Morocco,Sofiane Boufal,97.0,27.8,0.03503226,False,True
Portugal,João Félix Sequeira,102.2,35.4,0.060545366,False,False
Morocco,Youssef En-Nesyri,112.6,39.7,0.20030825,True,True
Portugal,Bruno Miguel Borges Fernandes,108.0,62.3,0.0067060287,False,False
Morocco,Yahia Attiyat allah,107.6,26.3,0.082217455,False,False
Morocco,Azzedine Ounahi,93.4,44.2,0.032880384,False,False
Portugal,Gonçalo Matias Ramos,108.7,40.0,0.10594022,False,False
Portugal,João Félix Sequeira,109.7,29.4,0.026895314,False,False
Portugal,Bruno Miguel Borges Fernandes,101.0,35.5,0.057325892,False,False
Portugal,Bernardo Mota Veiga de Carvalho e Silva,109.8,35.9,0.10927713,False,False
Portugal,João Félix Sequeira,102.0,57.1,0.025960794,False,True
Portugal,Cristiano Ronaldo dos Santos Aveiro,101.8,53.7,0.05699573,False,True
Morocco,Zakaria Aboukhlal,101.1,45.9,0.39109123,False,True
Portugal,Kléper Laveran Lima Ferreira,114.1,44.5,0.14926605,False,False
Mexico,Luis Gerardo Chávez Magallón,91.7,51.5,0.021919996,False,False
Saudi Arabia,Saleh Khalid Al Shehri,92.9,41.7,0.02182735,False,True
Mexico,Ernesto Alexis Vega Rojas,101.6,38.9,0.3665275,False,True
Saudi Arabia,Mohammed Kanoo,113.0,54.1,0.047937077,False,False
Saudi Arabia,Mohammed Kanoo,96.3,33.5,0.073429175,False,False
Mexico,Luis Gerardo Chávez Magallón,92.7,40.4,0.01981399,False,True
Mexico,Orbelín Pineda Alvarado,104.0,44.6,0.0489465,False,True
Mexico,Orbelín Pineda Alvarado,115.8,34.5,0.30787364,False,False
Mexico,Luis Gerardo Chávez Magallón,89.6,28.9,0.016814427,False,False
Mexico,Jesús Daniel Gallardo Vasconcelos,106.8,43.3,0.06430086,False,False
Mexico,Luis Gerardo Chávez Magallón,84.6,49.2,0.0066389865,False,False
Mexico,Orbelín Pineda Alvarado,102.0,45.2,0.062194254,False,False
Mexico,Ernesto Alexis Vega Rojas,106.1,29.3,0.04950449,False,False
Mexico,Luis Gerardo Chávez Magallón,92.9,30.0,0.015146091,False,False
Saudi Arabia,Ali Al Hassan,110.1,45.6,0.10154356,False,False
Mexico,Luis Gerardo Chávez Magallón,85.5,41.2,0.018109906,False,True
Mexico,Hirving Rodrigo Lozano Bahena,102.7,19.2,0.0068189544,False,False
Mexico,Henry Josué Martín Mex,116.7,40.2,0.28809994,True,True
Saudi Arabia,Sultan Abdullah Salim Al Ghannam,115.8,46.7,0.21450256,False,False
Mexico,Luis Gerardo Chávez Magallón,86.7,41.3,0.024289701,True,True
Saudi Arabia,Sultan Abdullah Salim Al Ghannam,114.8,52.4,0.030311959,False,False
Mexico,Henry Josué Martín Mex,112.0,40.0,0.09122391,False,False
Saudi Arabia,Abdulelah Al Amri,109.1,45.1,0.037819926,False,False
Mexico,Hirving Rodrigo Lozano Bahena,97.5,31.3,0.05300886,False,True
Saudi Arabia,Firas Tariq Nasser Al Albirakan,101.4,25.4,0.013105479,False,False
Mexico,Henry Josué Martín Mex,108.8,34.9,0.22500646,False,False
Mexico,Luis Gerardo Chávez Magallón,87.3,40.5,0.027150616,False,True
Mexico,Orbelín Pineda Alvarado,100.5,32.9,0.08600338,False,False
Mexico,Carlos Uriel Antuna Romero,109.4,35.9,0.26870292,False,False
Mexico,Edson Omar Álvarez Velázquez,85.8,42.8,0.013687578,False,True
Saudi Arabia,Salem Mohammed Al Dawsari,89.2,40.3,0.019886926,False,False
Mexico,Luis Gerardo Chávez Magallón,101.0,46.0,0.057560198,False,False
Mexico,Rogelio Gabriel Funes Mori,98.8,37.4,0.06664524,False,False
Mexico,Hirving Rodrigo Lozano Bahena,92.9,31.8,0.05359905,False,True
Mexico,Hirving Rodrigo Lozano Bahena,101.9,28.3,0.06253588,False,False
Saudi Arabia,Salem Mohammed Al Dawsari,110.9,45.2,0.51574713,True,True
Poland,Krystian Bielik,100.7,41.3,0.061495427,False,False
Argentina,Lionel Andrés Messi Cuccittini,99.0,37.7,0.050872557,False,True
Argentina,Ángel Fabián Di María Hernández,94.3,40.5,0.034158513,False,False
Argentina,Lionel Andrés Messi Cuccittini,111.7,25.8,0.053250678,False,True
Argentina,Marcos Javier Acuña,107.0,27.9,0.05141401,False,False
Poland,Kamil Glik,105.9,43.5,0.06557972,False,False
Argentina,Julián Álvarez,110.8,47.7,0.1493578,False,False
Argentina,Marcos Javier Acuña,102.9,22.5,0.024708062,False,False
Argentina,Ángel Fabián Di María Hernández,119.6,79.2,0.00018,False,True
Argentina,Enzo Fernandez,91.6,39.7,0.024548035,False,False
Argentina,Julián Álvarez,110.4,27.6,0.19083758,False,True
Argentina,Lionel Andrés Messi Cuccittini,108.1,40.1,0.7835,False,True
Argentina,Julián Álvarez,102.4,27.0,0.03720347,False,True
Argentina,Rodrigo Javier De Paul,112.2,40.3,0.3152717,False,True
Argentina,Ángel Fabián Di María Hernández,106.7,58.4,0.010134568,False,True
Argentina,Alexis Mac Allister,106.0,46.7,0.107545994,True,True
Poland,Kamil Glik,108.8,43.5,0.04381306,False,False
Poland,Michał Skóraś,101.1,56.9,0.026707038,False,False
Argentina,Lionel Andrés Messi Cuccittini,105.8,28.4,0.06119443,False,False
Argentina,Lionel Andrés Messi Cuccittini,109.4,50.7,0.058334265,False,False
Argentina,Julián Álvarez,107.7,41.5,0.15200824,False,False
Argentina,Alexis Mac Allister,106.0,46.0,0.13009955,False,True
Argentina,Lionel Andrés Messi Cuccittini,107.2,25.9,0.023947677,False,False
Argentina,Julián Álvarez,106.0,33.5,0.10054177,True,True
Argentina,Lionel Andrés Messi Cuccittini,106.5,35.1,0.13232325,False,True
Argentina,Julián Álvarez,106.1,52.6,0.18145993,False,False
Argentina,Lautaro Javier Martínez,109.4,52.2,0.17955275,False,False
Argentina,Nicolás Alejandro Tagliafico,108.2,30.2,0.22421487,False,True
Mexico,César Jasib Montes Castro,107.6,38.6,0.0988946,False,False
Argentina,Lautaro Javier Martínez,112.7,39.5,0.13799548,False,False
Mexico,Ernesto Alexis Vega Rojas,92.4,35.8,0.05948228,False,True
Mexico,Ernesto Alexis Vega Rojas,92.8,23.0,0.0077116457,False,False
Mexico,Hirving Rodrigo Lozano Bahena,93.5,36.8,0.040303126,False,False
Argentina,Lionel Andrés Messi Cuccittini,94.8,41.9,0.067327775,False,False
Argentina,Lionel Andrés Messi Cuccittini,94.9,37.4,0.033919714,True,True
Argentina,Nahuel Molina Lucero,101.5,49.2,0.050896797,False,False
Argentina,Enzo Fernandez,106.5,22.8,0.035064373,True,True
Switzerland,Breel-Donald Embolo,104.1,27.2,0.06137733,False,False
Portugal,Gonçalo Matias Ramos,111.3,27.5,0.10102074,True,True
Portugal,Otávio Edmilson da Silva Monteiro,101.4,36.8,0.032515083,False,True
Portugal,Gonçalo Matias Ramos,100.7,32.2,0.072023906,False,True
Switzerland,Xherdan Shaqiri,87.2,46.1,0.023890225,False,True
Portugal,Kléper Laveran Lima Ferreira,114.3,40.0,0.12779379,True,True
Switzerland,Remo Freuler,115.9,44.0,0.2948616,False,True
Switzerland,Fabian Lukas Schär,99.9,53.7,0.024413843,False,False
Portugal,Gonçalo Matias Ramos,107.5,33.4,0.31703457,False,True
Portugal,Raphaël Adelino José Guerreiro,96.0,25.0,0.021823613,False,False
Portugal,Gonçalo Matias Ramos,114.4,35.1,0.09938955,False,False
Portugal,Gonçalo Matias Ramos,115.8,44.4,0.5086819,True,True
Portugal,João Félix Sequeira,103.5,26.4,0.043932665,False,False
Portugal,Kléper Laveran Lima Ferreira,110.8,35.6,0.05800441,False,False
Portugal,Raphaël Adelino José Guerreiro,110.9,32.4,0.35848966,True,True
Switzerland,Manuel Obafemi Akanji,118.7,35.4,0.6688656,True,True
Switzerland,Xherdan Shaqiri,101.7,63.9,0.007870479,False,False
Portugal,Gonçalo Matias Ramos,112.6,45.8,0.46699882,True,True
Switzerland,Denis Lemi Zakaria Lako Lado,97.5,36.4,0.04188712,False,False
Portugal,Cristiano Ronaldo dos Santos Aveiro,88.9,44.9,0.028790973,False,False
Switzerland,Breel-Donald Embolo,102.1,39.2,0.032889098,False,False
Switzerland,Granit Xhaka,113.2,34.5,0.0836758,False,False
Switzerland,Noah Okafor,108.4,23.1,0.032096077,False,False
Portugal,Rafael Alexandre Conceição Leão,105.0,21.7,0.010257767,True,True
Portugal,Rúben Santos Gato Alves Dias,108.0,41.9,0.03750256,False,False
England,John Stones,113.5,45.4,0.08366814,False,False
Senegal,Boulaye Dia,108.6,42.7,0.05336251,False,False
Senegal,Ismaïla Sarr,115.7,40.5,0.629174,False,False
Senegal,Boulaye Dia,112.8,28.9,0.0358749,False,True
England,Jordan Brian Henderson,107.6,38.0,0.13174866,True,True
England,Harry Kane,110.0,39.3,0.18422936,False,False
England,Harry Kane,104.3,50.7,0.20664306,True,True
Senegal,Pape Matar Sarr,92.8,35.2,0.018660808,False,False
England,Bukayo Saka,107.7,53.4,0.03518777,False,False
England,Harry Kane,90.5,27.1,0.015214441,False,True
England,Bukayo Saka,111.0,35.9,0.21738943,True,True
Senegal,Pape Matar Sarr,89.0,36.2,0.013223637,False,False
Senegal,Pape Matar Sarr,87.8,49.9,0.021199826,False,False
Senegal,Ismaïla Sarr,111.6,39.3,0.107544675,False,False
Senegal,Pape Gueye,96.7,52.4,0.027956013,False,False
Senegal,Pape Matar Sarr,93.1,38.3,0.032847784,False,False
England,Marcus Rashford,117.8,45.9,0.1459426,False,False
Senegal,Cheikh Ahmadou Bamba Mbacke Dieng,94.0,54.7,0.03296228,False,False
Croatia,Dejan Lovren,115.0,27.7,0.014029023,False,False
Argentina,Enzo Fernandez,93.1,36.9,0.027808638,False,True
Croatia,Ivan Perišić,106.9,23.2,0.034139045,False,False
Argentina,Lionel Andrés Messi Cuccittini,108.0,40.0,0.7835,True,True
Argentina,Julián Álvarez,112.7,37.4,0.36172354,True,True
Argentina,Rodrigo Javier De Paul,95.6,51.4,0.027667157,False,False
Argentina,Alexis Mac Allister,113.5,32.8,0.0684051,False,True
Croatia,Luka Modrić,92.9,46.3,0.026162526,False,False
Croatia,Mario Pašalić,119.4,45.8,0.07864248,False,False
Argentina,Leandro Daniel Paredes,85.0,44.8,0.014370957,False,True
Argentina,Lionel Andrés Messi Cuccittini,112.7,30.1,0.10581502,False,True
Croatia,Mislav Oršić,98.4,22.8,0.021008598,False,False
Croatia,Dejan Lovren,112.7,40.1,0.09374543,False,False
Argentina,Julián Álvarez,113.3,45.4,0.33366448,True,True
Croatia,Ivan Perišić,82.3,43.9,0.00752127,False,True
Croatia,Ivan Perišić,85.8,21.3,0.0058680973,False,False
Croatia,Mislav Oršić,108.0,21.9,0.011610668,False,False
Argentina,Alexis Mac Allister,107.1,46.7,0.14140838,False,False
Croatia,Lovro Majer,96.0,35.4,0.044770177,False,True
Croatia,Nikola Vlašić,103.6,52.3,0.049129687,False,False
Croatia,Dejan Lovren,89.3,36.5,0.02342664,False,False
England,Philip Foden,100.2,40.0,0.022691524,False,False
France,Olivier Giroud,110.3,38.2,0.21537142,False,True
France,Aurélien Djani Tchouaméni,92.5,43.5,0.027870113,True,True
England,Luke Shaw,98.0,53.2,0.05589417,False,True
England,Harry Kane,113.6,52.2,0.07522586,False,True
England,Jude Bellingham,117.3,35.7,0.21807538,False,False
England,Harry Kane,96.7,57.1,0.018916143,False,True
France,Kylian Mbappé Lottin,107.9,32.9,0.06798863,False,False
England,Jude Bellingham,101.1,48.0,0.046397094,False,True
England,Harry Maguire,116.2,30.9,0.048588943,False,False
England,Jordan Brian Henderson,101.1,56.4,0.017202334,False,False
England,Harry Kane,108.1,40.1,0.7835,True,True
France,Adrien Rabiot,95.6,43.2,0.06667264,False,True
England,Bukayo Saka,103.2,47.6,0.07073746,False,True
France,Ousmane Dembélé,99.5,53.8,0.030820057,False,False
England,Harry Kane,99.1,53.8,0.029508974,False,True
England,Harry Maguire,109.1,35.0,0.07199757,False,False
England,Luke Shaw,108.4,21.7,0.006951497,False,False
France,Olivier Giroud,112.9,47.0,0.075690374,False,False
France,Olivier Giroud,111.3,40.5,0.20829616,False,True
France,Olivier Giroud,114.7,36.4,0.14665264,True,True
England,Harry Kane,108.1,40.1,0.7835,False,False
England,Mason Mount,89.5,44.7,0.024138648,False,False
England,Marcus Rashford,97.5,34.1,0.07922588,False,False
France,Kylian Mbappé Lottin,108.5,47.3,0.09459595,False,False
France,Theo Bernard François Hernández,115.7,31.5,0.0979349,True,True
Morocco,Azzedine Ounahi,95.5,26.2,0.01924696,False,True
Morocco,Hakim Ziyech,106.4,54.6,0.06111174,False,False
France,Olivier Giroud,105.4,26.8,0.09802507,False,False
Morocco,Achraf Hakimi Mouh,95.3,53.3,0.020597277,False,False
France,Aurélien Djani Tchouaméni,96.0,32.9,0.040336993,False,False
France,Olivier Giroud,111.9,44.5,0.060999498,False,False
France,Youssouf Fofana,104.3,46.5,0.061363008,False,False
France,Kylian Mbappé Lottin,111.7,30.9,0.15100354,False,False
France,Olivier Giroud,105.8,42.5,0.2635025,False,False
France,Raphaël Varane,113.7,47.9,0.07554505,False,False
Morocco,Jawad El Yamiq,107.2,33.9,0.06408756,False,True
Morocco,Sofiane Boufal,96.7,37.2,0.035300843,False,False
France,Jules Koundé,94.0,50.6,0.01766911,False,False
Morocco,Yahia Attiyat allah,109.8,35.1,0.24936919,False,False
Morocco,Sofyan Amrabat,92.5,36.0,0.020691318,False,False
France,Marcus Thuram,114.5,45.5,0.115658596,False,False
France,Youssouf Fofana,111.6,27.3,0.040043775,False,False
France,Kylian Mbappé Lottin,107.2,29.8,0.033641826,False,False
France,Randal Kolo Muani,115.6,43.8,0.8521293,True,True
Morocco,Zakaria Aboukhlal,107.1,41.0,0.024939176,False,False
Morocco,Abdessamad Ezzalzouli,106.9,32.9,0.05950738,False,False
Morocco,Azzedine Ounahi,103.0,48.2,0.06379096,False,False
Morocco,Azzedine Ounahi,98.1,48.0,0.03807111,False,False
Morocco,Azzedine Ounahi,108.6,44.6,0.067406826,False,False
Morocco,Abderrazak Hamdallah,115.9,37.4,0.50624365,False,False
Brazil,Vinícius José Paixão de Oliveira Júnior,98.8,20.8,0.008460451,False,True
Croatia,Ivan Perišić,112.2,43.2,0.19016835,False,False
Croatia,Andrej Kramarić,99.5,27.0,0.026674595,False,False
Brazil,Vinícius José Paixão de Oliveira Júnior,103.0,34.8,0.06970771,False,False
Brazil,Neymar da Silva Santos Junior,107.2,24.9,0.025347186,False,True
Brazil,Carlos Henrique Casimiro,96.4,49.8,0.030699778,False,False
Croatia,Ivan Perišić,100.8,20.7,0.012010745,False,False
Brazil,Neymar da Silva Santos Junior,100.9,17.2,0.008240742,False,True
Croatia,Ivan Perišić,111.9,41.4,0.11005159,False,False
Brazil,Neymar da Silva Santos Junior,112.6,29.0,0.16692519,False,True
Brazil,Carlos Henrique Casimiro,89.1,28.8,0.026057322,False,False
Brazil,Lucas Tolentino Coelho de Lima,111.6,34.5,0.26807922,False,True
Brazil,Éder Gabriel Militão,101.4,53.7,0.04353941,False,False
Croatia,Andrej Kramarić,101.2,57.3,0.030721588,False,False
Brazil,Neymar da Silva Santos Junior,114.1,28.2,0.12963046,False,True
Brazil,Lucas Tolentino Coelho de Lima,104.6,32.8,0.092192985,False,True
Brazil,Richarlison de Andrade,109.4,41.0,0.067200735,False,False
Croatia,Nikola Vlašić,107.0,54.2,0.026884926,False,False
Brazil,Éder Gabriel Militão,102.5,50.1,0.04975106,False,False
Brazil,Éder Gabriel Militão,104.7,46.8,0.06132018,False,False
Brazil,Antony Matheus dos Santos,94.6,56.8,0.013999131,False,True
Brazil,Pedro Guilherme Abreu dos Santos,112.9,49.4,0.057022728,False,False
Brazil,Pedro Guilherme Abreu dos Santos,107.2,38.8,0.113875866,False,True
Croatia,Marcelo Brozović,103.7,46.4,0.12467693,False,False
Brazil,Danilo Luiz da Silva,96.9,22.6,0.0154907415,False,False
Brazil,Neymar da Silva Santos Junior,116.5,47.2,0.4674385,True,True
Croatia,Bruno Petković,103.2,38.6,0.09977819,True,True
Croatia,Lovro Majer,91.5,55.0,0.01192189,False,False
Brazil,Carlos Henrique Casimiro,114.0,31.0,0.10135116,False,True
Croatia,Nikola Vlašić,108.0,40.0,0.7835,True,True
Brazil,Rodrygo Silva de Goes,107.9,40.0,0.7835,False,True
Croatia,Lovro Majer,108.0,40.0,0.7835,True,True
Brazil,Carlos Henrique Casimiro,108.0,40.0,0.7835,True,True
Croatia,Luka Modrić,108.0,40.0,0.7835,True,True
Brazil,Pedro Guilherme Abreu dos Santos,108.0,40.0,0.7835,True,True
Croatia,Mislav Oršić,108.0,40.0,0.7835,True,True
Brazil,Marcos Aoás Corrêa,108.0,40.0,0.7835,False,False
Morocco,Achraf Hakimi Mouh,93.4,27.5,0.041958537,False,False
Spain,Marco Asensio Willemsen,115.0,25.0,0.025564773,False,False
Morocco,Noussair Mazraoui,89.4,37.7,0.023416335,False,True
Morocco,Nayef Aguerd,113.2,43.7,0.25141555,False,False
Spain,Daniel Olmo Carvajal,110.2,12.6,0.0073576192,False,True
Spain,Daniel Olmo Carvajal,97.2,31.3,0.031760626,False,False
Spain,Álvaro Borja Morata Martín,118.8,50.9,0.017266534,False,False
Morocco,Walid Cheddira,110.6,40.8,0.119254045,False,False
Spain,Álvaro Borja Morata Martín,115.3,51.1,0.049165204,False,False
Spain,Aymeric Laporte,107.7,38.8,0.04145577,False,False
Spain,Alejandro Balde Martínez,112.5,28.9,0.077706024,False,False
Spain,Rodrigo Hernández Cascante,79.9,46.8,0.0056476467,False,False
Morocco,Walid Cheddira,109.7,47.1,0.1301347,False,True
Spain,Marcos Llorente Moreno,100.3,53.3,0.024551911,False,False
Morocco,Abdelhamid Sabiri,59.6,39.7,0.004195439,False,False
Spain,Sergio Busquets i Burgos,102.6,47.1,0.0709334,False,False
Spain,Carlos Soler Barragán,104.3,44.4,0.039505202,False,False
Spain,Pablo Sarabia García,117.8,48.1,0.10407615,False,False
Morocco,Abdelhamid Sabiri,108.0,40.0,0.7835,True,True
Spain,Pablo Sarabia García,108.0,40.0,0.7835,False,False
Morocco,Hakim Ziyech,108.0,40.0,0.7835,True,True
Spain,Carlos Soler Barragán,108.0,40.0,0.7835,False,True
Morocco,Badr Banoun,108.0,40.0,0.7835,False,True
Spain,Sergio Busquets i Burgos,108.0,40.0,0.7835,False,True
Morocco,Achraf Hakimi Mouh,108.0,40.0,0.7835,True,True
Japan,Shogo Taniguchi,112.6,38.8,0.11361285,False,False
Croatia,Ivan Perišić,116.7,29.0,0.05943511,False,True
Croatia,Andrej Kramarić,114.5,38.3,0.17775308,False,False
Croatia,Joško Gvardiol,101.1,43.6,0.061746918,False,False
Japan,Daichi Kamada,114.1,28.8,0.08994952,False,False
Japan,Daizen Maeda,113.5,44.3,0.45874894,True,True
Japan,Daichi Kamada,94.7,38.3,0.03904812,False,False
Croatia,Mateo Kovačić,100.1,47.1,0.02993381,False,False
Japan,Hidemasa Morita,98.2,36.8,0.041140273,False,False
Croatia,Ivan Perišić,106.0,34.1,0.02684295,True,True
Japan,Wataru Endo,94.4,52.9,0.019910807,False,True
Japan,Wataru Endo,90.0,41.9,0.020528734,False,False
Japan,Hidemasa Morita,97.8,36.3,0.052081473,False,False
Japan,Ritsu Doan,100.4,43.7,0.056113943,False,True
Croatia,Luka Modrić,96.3,48.9,0.031055314,False,True
Croatia,Ivan Perišić,95.5,48.2,0.018378427,False,False
Croatia,Andrej Kramarić,98.9,23.8,0.018472007,False,False
Croatia,Ante Budimir,109.5,45.1,0.10111922,False,False
Croatia,Mario Pašalić,107.5,44.5,0.035465226,False,False
Croatia,Ivan Perišić,98.1,30.4,0.030077945,False,False
Croatia,Mario Pašalić,110.5,42.8,0.052599985,False,False
Japan,Shogo Taniguchi,114.6,49.3,0.0608747,False,False
Croatia,Ivan Perišić,107.2,34.1,0.07439702,False,False
Croatia,Borna Barišić,95.1,31.3,0.015196718,False,False
Japan,Kaoru Mitoma,99.8,34.6,0.054134306,False,True
Japan,Wataru Endo,95.7,37.1,0.02615668,False,False
Japan,Takumi Minamino,102.6,40.3,0.03667642,False,False
Croatia,Marko Livaja,112.8,47.7,0.047236525,False,True
Croatia,Mislav Oršić,106.8,19.7,0.009676031,False,False
Croatia,Lovro Majer,99.8,33.0,0.06501122,False,False
Japan,Takumi Minamino,108.1,40.1,0.7835,False,True
Croatia,Nikola Vlašić,108.1,40.1,0.7835,True,True
Japan,Kaoru Mitoma,108.1,40.1,0.7835,False,True
Croatia,Marcelo Brozović,108.1,40.1,0.7835,True,True
Japan,Takuma Asano,108.1,40.1,0.7835,True,True
Croatia,Marko Livaja,108.1,40.1,0.7835,False,False
Japan,Maya Yoshida,108.1,40.1,0.7835,False,True
Croatia,Mario Pašalić,108.1,40.1,0.7835,True,True
Brazil,Neymar da Silva Santos Junior,111.3,44.4,0.083826184,False,False
Brazil,Vinícius José Paixão de Oliveira Júnior,110.0,29.9,0.13057186,True,True
Brazil,Neymar da Silva Santos Junior,108.0,40.0,0.7835,True,True
South Korea,Hee-Chan Hwang,90.4,28.0,0.016991004,False,True
South Korea,In-Beom Hwang,91.7,46.4,0.026666574,False,False
