team,player,x,y,shot_statsbomb_xg,is_goal,on_target
South Korea,Hee-Chan Hwang,82.7,33.0,0.0058221314,False,True
Brazil,Richarlison de Andrade,110.7,43.3,0.5379008,True,True
Brazil,Raphael Dias Belloli,94.7,30.7,0.02589997,False,False
South Korea,Hee-Chan Hwang,119.3,30.8,0.017834108,False,True
Brazil,Carlos Henrique Casimiro,93.6,43.2,0.029429397,False,False
Brazil,Lucas Tolentino Coelho de Lima,110.0,44.8,0.08633457,True,True
Brazil,Lucas Tolentino Coelho de Lima,112.0,49.2,0.2577265,False,True
Brazil,Richarlison de Andrade,110.3,51.6,0.2681848,False,True
Brazil,Neymar da Silva Santos Junior,111.4,42.3,0.26870713,False,False
Brazil,Raphael Dias Belloli,104.3,51.7,0.04634087,False,True
South Korea,Heung-Min Son,105.3,27.9,0.1490943,False,True
Brazil,Raphael Dias Belloli,110.4,50.6,0.080992505,False,True
Brazil,Vinícius José Paixão de Oliveira Júnior,110.4,26.8,0.05640157,False,False
Brazil,Raphael Dias Belloli,91.0,34.0,0.04321825,False,False
Brazil,Raphael Dias Belloli,114.6,51.1,0.16284284,False,True
South Korea,Hee-Chan Hwang,106.8,51.7,0.04724954,False,True
South Korea,Seung-Ho Paik,93.7,39.8,0.023081098,True,True
Brazil,Daniel Alves da Silva,111.1,53.1,0.027839905,False,False
Brazil,Gleison Bremer Silva Nascimento,116.1,41.0,0.34439024,False,True
South Korea,Hee-Chan Hwang,112.9,53.6,0.058088522,False,False
Brazil,Daniel Alves da Silva,88.4,46.1,0.027316706,False,False
France,Raphaël Varane,114.3,40.0,0.1462742,False,False
France,Ousmane Dembélé,116.0,51.8,0.040392082,False,False
France,Aurélien Djani Tchouaméni,87.8,30.9,0.017185243,False,True
France,Ousmane Dembélé,99.2,46.7,0.07651916,False,True
Poland,Robert Lewandowski,92.5,43.3,0.03323787,False,False
France,Jules Koundé,94.5,56.1,0.01624438,False,True
Poland,Przemysław Frankowski,109.5,24.7,0.043646414,False,False
Poland,Robert Lewandowski,94.8,26.6,0.042642463,False,False
Poland,Matty Cash,99.1,56.2,0.023505978,False,False
France,Kylian Mbappé Lottin,111.5,24.9,0.047962468,False,True
France,Olivier Giroud,105.2,44.5,0.046657436,False,False
Poland,Piotr Zieliński,106.6,41.6,0.13905574,False,True
Poland,Piotr Zieliński,111.4,43.9,0.2098723,False,False
Poland,Jakub Kamiński,114.1,50.5,0.07224382,False,False
France,Olivier Giroud,105.6,32.3,0.28635955,True,True
Poland,Jakub Kamiński,108.8,51.7,0.03898995,False,False
France,Antoine Griezmann,106.9,63.2,0.008752431,False,True
France,Theo Bernard François Hernández,98.0,38.5,0.032634486,False,False
France,Kylian Mbappé Lottin,102.0,26.7,0.02943752,False,False
France,Kylian Mbappé Lottin,110.2,26.3,0.054253228,False,False
France,Olivier Giroud,115.8,46.8,0.12365263,False,False
Poland,Kamil Glik,114.0,32.0,0.041239407,False,False
France,Kylian Mbappé Lottin,104.8,28.6,0.08738103,True,True
France,Theo Bernard François Hernández,105.0,33.4,0.069959894,False,False
France,Kylian Mbappé Lottin,106.2,25.2,0.042708755,True,True
Poland,Robert Lewandowski,105.6,48.7,0.061160102,False,False
Poland,Robert Lewandowski,113.0,40.0,0.10443308,False,False
Poland,Robert Lewandowski,108.0,40.0,0.7835,True,True
United States,Christian Pulisic,107.1,34.9,0.3196895,False,True
Netherlands,Memphis Depay,104.9,43.7,0.16183718,True,True
Netherlands,Daley Blind,103.6,30.6,0.07337185,False,False
Netherlands,Memphis Depay,106.1,62.1,0.008920797,False,False
United States,Timothy Weah,97.5,53.3,0.028368456,False,True
United States,Sergino Dest,105.2,46.2,0.07418261,False,False
Netherlands,Daley Blind,107.6,38.5,0.2502288,True,True
United States,Weston McKennie,109.1,36.5,0.03899759,False,False
United States,Tim Ream,116.5,37.1,0.2582279,False,True
United States,Weston McKennie,108.4,37.0,0.06857926,False,False
United States,Sergino Dest,100.9,57.3,0.01609117,False,False
United States,Christian Pulisic,98.4,27.3,0.040512722,False,True
United States,Weston McKennie,102.1,35.0,0.053084504,False,False
Netherlands,Cody Mathès Gakpo,100.0,50.7,0.053106464,False,False
Netherlands,Memphis Depay,98.6,47.0,0.046333984,False,True
United States,Timothy Weah,99.1,51.0,0.04334448,False,False
Netherlands,Virgil van Dijk,111.8,41.3,0.08036702,False,False
Netherlands,Teun Koopmeiners,94.5,37.8,0.04472613,False,True
Netherlands,Memphis Depay,113.1,34.4,0.27671057,False,True
United States,Giovanni Reyna,98.9,49.9,0.042619057,False,False
United States,Haji Wright,115.2,55.6,0.046546377,False,False
United States,Haji Wright,115.1,45.2,0.3636808,True,True
Netherlands,Steven Bergwijn,109.5,32.8,0.25042096,False,False
United States,Christian Pulisic,99.5,25.3,0.031073315,False,True
Netherlands,Denzel Dumfries,113.5,44.3,0.23592436,True,True
United States,Walker Zimmerman,107.2,43.0,0.05674074,False,False
United States,Giovanni Reyna,103.1,51.4,0.043403003,False,False
United States,Yunus Dimoara Musah,103.9,44.2,0.054460905,False,False
United States,Haji Wright,111.3,40.2,0.072495155,False,False
Uruguay,Mathías Olivera Miramontes,98.2,27.8,0.039672486,False,False
Portugal,William Silva de Carvalho,104.9,30.5,0.048683427,False,False
Portugal,Bruno Miguel Borges Fernandes,90.8,53.9,0.014580331,False,False
Uruguay,José María Giménez de Vargas,109.4,37.1,0.050594334,False,False
Portugal,João Félix Sequeira,101.0,30.9,0.033737455,False,False
Portugal,Cristiano Ronaldo dos Santos Aveiro,96.0,23.4,0.026755862,False,False
Portugal,Rúben Diogo Da Silva Neves,92.4,50.0,0.015326656,False,False
Uruguay,Rodrigo Bentancur Colmán,106.8,41.3,0.49410823,False,True
Portugal,Cristiano Ronaldo dos Santos Aveiro,99.4,24.7,0.029249214,False,False
Portugal,João Félix Sequeira,91.6,31.8,0.022321237,False,False
Uruguay,Rodrigo Bentancur Colmán,108.4,29.5,0.07433986,False,False
Portugal,Bruno Miguel Borges Fernandes,93.1,33.0,0.028039778,False,False
Portugal,João Félix Sequeira,107.9,27.1,0.036293734,False,False
Portugal,Bruno Miguel Borges Fernandes,99.4,14.6,0.0077694156,True,True
Portugal,Cristiano Ronaldo dos Santos Aveiro,84.9,19.1,0.007159395,False,False
Uruguay,Edinson Roberto Cavani Gómez,102.9,39.7,0.07401822,False,False
Uruguay,Darwin Gabriel Núñez Ribeiro,92.8,43.6,0.03092143,False,True
Uruguay,Mathías Olivera Miramontes,108.1,33.8,0.041303303,False,False
Uruguay,Maximiliano Gómez González,99.2,43.2,0.047642853,False,False
Uruguay,Luis Alberto Suárez Díaz,115.6,34.0,0.088375136,False,False
Uruguay,Giorgian Daniel De Arrascaeta Benedetti,109.3,50.0,0.2560759,False,True
Portugal,Rafael Alexandre Conceição Leão,95.3,49.1,0.026902085,False,False
Uruguay,Federico Santiago Valverde Dipetta,88.2,44.5,0.019629322,False,False
Portugal,Bruno Miguel Borges Fernandes,108.0,40.0,0.7835,True,True
Portugal,Bruno Miguel Borges Fernandes,117.7,50.0,0.032710962,False,True
Portugal,Bruno Miguel Borges Fernandes,100.6,35.0,0.100704454,False,False
Spain,Daniel Olmo Carvajal,100.5,26.1,0.032144632,False,True
Spain,Jordi Alba Ramos,96.6,23.3,0.021667236,False,False
Germany,Serge Gnabry,102.8,56.6,0.028963488,False,False
Spain,Ferrán Torres García,102.8,46.4,0.068952255,False,False
Germany,Antonio Rüdiger,89.6,25.9,0.0065071667,False,False
Spain,Ferrán Torres García,109.8,54.6,0.04777013,False,False
Germany,Antonio Rüdiger,113.7,60.2,0.008851705,False,True
Germany,Joshua Kimmich,105.8,40.6,0.09558376,False,True
Spain,Daniel Olmo Carvajal,85.8,31.1,0.0118638035,False,True
Spain,Álvaro Borja Morata Martín,113.2,34.3,0.31874228,True,True
Germany,Leon Goretzka,96.2,39.7,0.036448006,False,False
Spain,Marco Asensio Willemsen,101.7,45.4,0.13836038,False,False
Germany,Niclas Füllkrug,111.2,41.5,0.3730103,False,False
Germany,Jamal Musiala,110.1,50.1,0.28996226,False,True
Germany,Serge Gnabry,104.9,23.6,0.024480116,False,False
Germany,Niclas Füllkrug,111.3,42.8,0.065169856,False,False
Germany,Joshua Kimmich,98.9,25.7,0.053563386,False,False
Germany,Niclas Füllkrug,110.8,51.9,0.16441207,True,True
Serbia,Aleksandar Mitrović,110.4,33.0,0.06545554,False,False
Serbia,Aleksandar Mitrović,114.4,54.2,0.016927462,False,False
Serbia,Filip Kostić,108.2,21.4,0.012009094,False,False
Cameroon,Nicolas Alexis Julio N'Koulou Ndoubena,95.9,33.9,0.046143826,False,False
Serbia,Aleksandar Mitrović,108.9,38.6,0.063389905,False,False
Cameroon,Pierre Kunde Malong,108.1,60.1,0.009715966,False,True
Cameroon,Pierre Kunde Malong,96.8,50.1,0.029523049,False,False
Cameroon,Nicolas Alexis Julio N'Koulou Ndoubena,115.2,33.5,0.09064111,False,False
Cameroon,Jean-Charles Castelletto,118.5,43.2,0.8945071,True,True
Cameroon,Pierre Kunde Malong,103.5,53.8,0.0845098,False,True
Cameroon,Pierre Kunde Malong,110.5,55.1,0.056867022,False,False
Serbia,Strahinja Pavlović,110.7,42.8,0.07892812,True,True
Serbia,Sergej Milinković-Savić,99.6,46.7,0.058657028,True,True
Serbia,Aleksandar Mitrović,98.4,45.9,0.08318807,False,False
Serbia,Saša Lukić,103.0,49.6,0.039666813,False,False
Serbia,Aleksandar Mitrović,113.6,40.2,0.8974681,True,True
Cameroon,Vincent Paté Aboubakar,106.5,47.6,0.05176351,False,False
Cameroon,Karl Brillant Toko Ekambi,106.4,24.5,0.02132554,False,True
Serbia,Sergej Milinković-Savić,96.4,47.8,0.10917903,False,False
Cameroon,Vincent Paté Aboubakar,104.4,49.0,0.28323865,True,True
Cameroon,Jean-Eric Maxim Choupo-Moting,111.0,37.0,0.46942416,True,True
Serbia,Nikola Milenković,110.5,45.7,0.0304652,False,False
Serbia,Aleksandar Mitrović,110.1,55.7,0.10947208,False,True
Serbia,Sergej Milinković-Savić,95.2,48.2,0.032438725,False,False
Cameroon,Vincent Paté Aboubakar,94.0,24.8,0.025639288,False,True
Serbia,Aleksandar Mitrović,105.1,38.3,0.1134657,False,False
Cameroon,Georges-Kévin Nkoudou Mbida,103.3,13.7,0.0070103277,False,True
Serbia,Marko Grujić,92.3,33.6,0.027356416,False,True
Belgium,Michy Batshuayi Tunga,110.0,29.6,0.13561569,False,True
Belgium,Kevin De Bruyne,95.2,30.1,0.023734333,False,False
Belgium,Amadou Onana,114.6,38.6,0.22733837,False,False
Belgium,Thomas Meunier,101.1,27.4,0.050302412,False,True
Morocco,Hakim Ziyech,88.5,52.0,0.010982664,False,False
Morocco,Selim Amallah,106.0,49.7,0.054105066,False,False
Morocco,Achraf Hakimi Mouh,109.4,56.3,0.054164495,False,False
Belgium,Kevin De Bruyne,94.1,42.1,0.021631707,False,False
Belgium,Kevin De Bruyne,112.6,6.7,0.007375095,False,False
Morocco,Hakim Ziyech,95.2,48.1,0.02991042,False,True
Belgium,Eden Hazard,104.9,58.7,0.009158539,False,True
Belgium,Amadou Onana,111.4,40.8,0.06452631,False,False
Morocco,Sofiane Boufal,106.6,22.0,0.01369968,False,False
Morocco,Noussair Mazraoui,87.4,35.3,0.022188112,False,False
Belgium,Dries Mertens,97.9,37.7,0.065653466,False,True
Morocco,Azzedine Ounahi,87.6,38.2,0.023304239,False,False
Morocco,Romain Saïss,118.0,36.4,0.56495196,True,True
Belgium,Jan Vertonghen,109.1,37.6,0.03727616,False,False
Morocco,Abderrazak Hamdallah,116.6,28.9,0.036752854,False,True
Morocco,Zakaria Aboukhlal,110.3,46.8,0.18104906,True,True
Ecuador,Enner Remberto Valencia Lastra,108.1,40.1,0.7835,True,True
Ecuador,Romario Andrés Ibarra Mina,96.5,46.4,0.057691004,False,False
Ecuador,Enner Remberto Valencia Lastra,109.6,38.0,0.08878088,True,True
Qatar,Abdelkarim Hassan Al Haj Fadlalla,88.4,22.4,0.0062173195,False,False
Qatar,Almoez Ali Zainalabiddin Abdulla,113.0,43.7,0.21267414,False,False
Ecuador,Angelo Smit Preciado Quiñónez,91.7,61.5,0.0066099144,False,False
Ecuador,Romario Andrés Ibarra Mina,101.9,32.3,0.07894745,False,True
Qatar,Pedro Miguel Correia,106.5,47.5,0.030855335,False,False
Qatar,Akram Hassan Afif,92.1,23.1,0.009109482,False,False
Qatar,Mohammed Muntari,100.2,55.2,0.045332674,False,False
Ecuador,Kevin José Rodríguez Cortez,112.3,37.4,0.13848205,False,False
Argentina,Lionel Andrés Messi Cuccittini,104.5,44.5,0.15308252,False,True
Argentina,Lionel Andrés Messi Cuccittini,108.0,40.0,0.7835,True,True
Argentina,Alejandro Darío Gómez,98.4,20.2,0.011924569,False,False
Argentina,Lautaro Javier Martínez,113.2,33.8,0.0877444,False,False
Argentina,Rodrigo Javier De Paul,101.1,41.8,0.050540753,False,False
Saudi Arabia,Saleh Khalid Al Shehri,108.0,29.6,0.080592275,True,True
Saudi Arabia,Nawaf Shaker Al Abid,104.9,54.1,0.040064447,False,False
Saudi Arabia,Salem Mohammed Al Dawsari,102.4,25.3,0.03280492,True,True
Argentina,Lisandro Martínez,111.1,39.9,0.33156127,False,False
Argentina,Nicolás Alejandro Tagliafico,116.1,37.2,0.63619345,False,True
Argentina,Lautaro Javier Martínez,116.5,31.1,0.077176735,False,False
Argentina,Ángel Fabián Di María Hernández,111.4,54.4,0.0639515,False,True
Argentina,Ángel Fabián Di María Hernández,86.7,57.3,0.015201165,False,False
Argentina,Enzo Fernandez,108.2,39.6,0.036932193,False,False
Argentina,Lionel Andrés Messi Cuccittini,92.8,47.1,0.056788407,False,False
Argentina,Lionel Andrés Messi Cuccittini,113.6,32.2,0.077553175,False,True
Argentina,Nicolás Hernán Otamendi,109.5,37.8,0.048093256,False,False
Argentina,Julián Álvarez,112.5,33.2,0.061390053,False,True
South Korea,Gue-Sung Cho,111.9,44.7,0.09163986,False,False
South Korea,Woo-Yeong Jeong,96.7,49.1,0.03008143,False,False
South Korea,Min Jae Kim,114.5,47.9,0.059008703,False,False
South Korea,In-Beom Hwang,95.7,54.9,0.019586006,False,False
South Korea,Gue-Sung Cho,115.4,30.4,0.055939306,False,False
Ghana,Mohamed Salisu,115.5,37.9,0.4040968,True,True
Ghana,Mohammed Kudus,113.1,41.8,0.20083603,True,True
South Korea,Woo-Young Jung,100.6,20.0,0.010946972,False,False
Ghana,Thomas Teye Partey,118.3,36.2,0.21468838,False,False
Ghana,Tariq Lamptey,104.8,52.1,0.07450179,False,False
South Korea,Gue-Sung Cho,111.6,36.7,0.07677545,False,True
South Korea,Gue-Sung Cho,112.6,38.4,0.23484395,True,True
South Korea,Gue-Sung Cho,115.5,43.7,0.16237147,True,True
Ghana,Iñaki Williams Arthuer,109.2,32.5,0.10557394,False,False
Ghana,Mohammed Kudus,108.4,48.6,0.15416233,True,True
South Korea,Kang-In Lee,90.9,45.4,0.034794893,False,True
South Korea,Heung-Min Son,110.9,29.2,0.065267496,False,False
South Korea,Kang-In Lee,114.2,56.1,0.011154885,False,False
South Korea,Jin-Su Kim,112.0,30.1,0.19109753,False,False
Ghana,Salis Abdul Samed,96.1,40.1,0.026676558,False,False
South Korea,Jin-Su Kim,107.7,23.5,0.03964235,False,False
South Korea,Jin-Su Kim,112.0,33.2,0.054534186,False,False
South Korea,Heung-Min Son,109.6,28.5,0.060233038,False,False
South Korea,Young-Gwon Kim,103.6,37.6,0.064945966,False,False
South Korea,Sang-Ho Na,113.0,49.3,0.05996953,False,True
South Korea,Gue-Sung Cho,111.6,23.1,0.014336902,False,True
South Korea,Kang-In Lee,98.5,56.8,0.025138553,False,False
South Korea,Kyung-Won Kwon,83.8,54.1,0.005484339,False,False
Ghana,Jordan Ayew,101.8,36.6,0.07146578,False,True
Ghana,André Ayew Pelé,108.0,40.0,0.7835,False,True
Uruguay,Darwin Gabriel Núñez Ribeiro,106.8,29.0,0.15781382,False,False
Uruguay,Luis Alberto Suárez Díaz,108.6,33.4,0.2733873,False,True
Uruguay,Giorgian Daniel De Arrascaeta Benedetti,118.0,42.7,0.71106935,True,True
Uruguay,Giorgian Daniel De Arrascaeta Benedetti,110.8,31.2,0.16736692,True,True
Ghana,Mohammed Kudus,94.7,45.8,0.041819587,False,False
Uruguay,José María Giménez de Vargas,106.5,42.5,0.03238874,False,False
Ghana,Osman Bukari,104.7,50.8,0.08441304,False,False
Uruguay,Facundo Pellistri Rebollo,107.5,33.2,0.099497445,False,False
Uruguay,Federico Santiago Valverde Dipetta,92.5,22.5,0.0066686436,False,True
Uruguay,Federico Santiago Valverde Dipetta,93.0,21.1,0.008103582,False,False
Ghana,Mohammed Kudus,95.7,47.2,0.04665373,False,False
Uruguay,Federico Santiago Valverde Dipetta,59.0,4.0,0.003913026,False,False
Ghana,Antoine Semenyo,109.6,28.0,0.12024433,False,False
Ghana,Mohammed Kudus,96.8,42.8,0.05586675,False,True
Ghana,Mohammed Kudus,108.0,43.6,0.10750313,False,False
Uruguay,Maximiliano Gómez González,93.0,49.4,0.030132728,False,True
Ghana,Kamaldeen Sulemana,99.5,50.6,0.081227794,False,True
Uruguay,Sebastián Coates Nión,108.8,43.0,0.103292696,False,False
Uruguay,Diego Nicolás De La Cruz Arcosa,91.4,33.9,0.0429242,False,True
Spain,Daniel Olmo Carvajal,112.4,45.9,0.20824905,False,False
Spain,Marco Asensio Willemsen,102.5,40.7,0.1501565,False,False
Spain,Daniel Olmo Carvajal,112.3,39.3,0.48925844,True,True
Spain,Marco Asensio Willemsen,105.8,33.4,0.09218961,True,True
Spain,Ferrán Torres García,108.1,40.1,0.7835,True,True
Spain,Marco Asensio Willemsen,91.7,29.8,0.015886325,False,False
Spain,Marco Asensio Willemsen,110.5,30.5,0.04809784,False,False
Spain,Marco Asensio Willemsen,100.5,45.7,0.08547543,False,False
Spain,Ferrán Torres García,114.7,49.4,0.10498973,True,True
Spain,Daniel Olmo Carvajal,92.0,25.7,0.017297672,False,False
Spain,Álvaro Borja Morata Martín,112.0,54.0,0.06487478,False,False
Spain,Daniel Olmo Carvajal,110.3,29.3,0.033574425,False,True
Spain,Pablo Martín Páez Gavira,103.0,45.8,0.056229107,True,True
Spain,Carlos Soler Barragán,109.7,40.1,0.33333436,True,True
Spain,Álvaro Borja Morata Martín,104.0,36.4,0.16366571,True,True
Spain,Carlos Soler Barragán,102.5,42.5,0.10654532,False,False
Spain,Carlos Soler Barragán,103.5,16.7,0.008599174,False,False
Canada,Alphonso Davies,109.6,36.4,0.08130363,True,True
Croatia,Marko Livaja,109.5,36.8,0.4341785,False,True
Croatia,Marko Livaja,109.9,50.0,0.24546398,False,True
Croatia,Andrej Kramarić,114.1,29.4,0.14639324,True,True
Croatia,Marko Livaja,101.0,39.1,0.13916126,True,True
Croatia,Andrej Kramarić,98.7,33.1,0.059277993,False,False
Canada,Jonathan Osorio,98.3,50.1,0.03829635,False,False
Croatia,Andrej Kramarić,108.2,42.1,0.24875651,False,True
Canada,Jonathan David,96.4,39.9,0.052886155,False,True
Canada,Tajon Buchanan,99.8,52.9,0.023891453,False,False
Canada,Alphonso Davies,101.1,59.8,0.011981465,False,False
Croatia,Andrej Kramarić,106.8,47.1,0.10933437,True,True
Croatia,Andrej Kramarić,115.1,46.8,0.1355834,False,False
Canada,David Junior Hoilett,92.2,33.0,0.019849088,False,False
Croatia,Ivan Perišić,115.3,26.9,0.031612467,False,True
Croatia,Marcelo Brozović,110.3,42.6,0.30414897,False,True
Croatia,Ivan Perišić,96.0,26.3,0.02367336,False,False
Croatia,Mislav Oršić,98.2,35.1,0.045590583,False,True
Canada,David Junior Hoilett,98.1,33.5,0.03737635,False,False
Canada,David Junior Hoilett,99.5,26.7,0.02121069,False,False
Croatia,Lovro Majer,109.2,45.4,0.68703645,True,True
Brazil,Frederico Rodrigues Santos,108.7,38.6,0.29454654,False,False
Brazil,Antony Matheus dos Santos,103.3,25.5,0.038875267,False,False
Brazil,Gabriel Teodoro Martinelli Silva,111.8,34.5,0.12449543,False,True
Brazil,Gabriel Fernando de Jesus,113.4,48.9,0.044797283,False,False
Brazil,Frederico Rodrigues Santos,107.6,39.2,0.083684884,False,False
Brazil,Rodrygo Silva de Goes,94.0,42.7,0.0651609,False,False
Brazil,Daniel Alves da Silva,96.7,29.3,0.06485747,False,False
Brazil,Antony Matheus dos Santos,105.6,52.3,0.033440635,False,True
Brazil,Gabriel Teodoro Martinelli Silva,101.3,45.2,0.047920834,False,True
Brazil,Rodrygo Silva de Goes,107.8,50.0,0.06651591,False,False
Cameroon,Bryan Mbeumo,113.5,47.4,0.11827337,False,True
Cameroon,Vincent Paté Aboubakar,109.5,54.0,0.07058843,False,False
Brazil,Gabriel Fernando de Jesus,111.9,36.3,0.27918908,False,True
Cameroon,Pierre Kunde Malong,91.8,17.8,0.006493906,False,False
Brazil,Gabriel Teodoro Martinelli Silva,108.9,25.7,0.038835723,False,True
Brazil,Éder Gabriel Militão,105.3,39.2,0.075584605,False,True
Brazil,Antony Matheus dos Santos,101.0,51.2,0.037848417,False,True
Brazil,Bruno Guimarães Rodriguez Moura,99.9,37.6,0.086029716,False,False
Cameroon,Jules Olivier Ntcham,92.8,35.5,0.03332142,False,True
Cameroon,Vincent Paté Aboubakar,104.1,25.5,0.042308386,False,False
Cameroon,Christopher Wooh,106.3,39.9,0.05692788,False,False
Brazil,Bruno Guimarães Rodriguez Moura,114.9,44.0,0.14917652,False,False
Brazil,Pedro Guilherme Abreu dos Santos,104.2,47.1,0.18481041,False,False
Cameroon,Vincent Paté Aboubakar,106.7,40.7,0.05544736,True,True
Brazil,Pedro Guilherme Abreu dos Santos,108.8,37.5,0.07645427,False,False
Brazil,Bruno Guimarães Rodriguez Moura,112.9,39.8,0.17098139,False,True
Brazil,Gabriel Teodoro Martinelli Silva,115.1,36.0,0.1945778,False,False
Brazil,Bruno Guimarães Rodriguez Moura,114.1,35.3,0.22043578,False,False
France,Ousmane Dembélé,95.0,47.8,0.018982504,False,False
Australia,Riley McGree,89.5,39.1,0.030384658,False,False
Australia,Craig Goodwin,114.2,31.3,0.19147108,True,True
France,Theo Bernard François Hernández,92.7,34.0,0.017692888,False,False
Australia,Mitchell Thomas Duke,91.1,46.9,0.017896876,False,False
France,Antoine Griezmann,112.1,52.7,0.034694295,False,False
France,Adrien Rabiot,111.6,42.0,0.16905431,True,True
France,Olivier Giroud,112.3,39.8,0.17925091,False,False
France,Olivier Giroud,110.5,39.2,0.77927965,True,True
France,Kylian Mbappé Lottin,105.0,47.2,0.08709453,False,False
France,Olivier Giroud,104.5,38.9,0.14067347,False,False
France,Ousmane Dembélé,106.5,38.2,0.08098688,False,False
France,Antoine Griezmann,99.5,47.5,0.04884043,False,False
France,Kylian Mbappé Lottin,112.9,40.2,0.5517509,False,False
Australia,Jackson Irvine,110.1,43.4,0.083539926,False,False
France,Aurélien Djani Tchouaméni,96.3,40.8,0.035826564,False,False
France,Olivier Giroud,111.6,44.2,0.07860331,False,False
France,Kylian Mbappé Lottin,107.5,31.1,0.12751806,False,False
France,Kylian Mbappé Lottin,109.2,30.1,0.07606661,False,False
France,Ibrahima Konaté,113.0,40.0,0.096129,False,False
France,Kylian Mbappé Lottin,108.0,25.2,0.027555656,False,False
France,Antoine Griezmann,105.3,36.2,0.17584424,False,False
France,Kylian Mbappé Lottin,115.7,24.7,0.013371275,False,False
France,Kylian Mbappé Lottin,113.5,42.2,0.14142905,True,True
France,Olivier Giroud,113.5,42.6,0.16888039,True,True
France,Ibrahima Konaté,112.1,41.4,0.07988335,False,True
France,Theo Bernard François Hernández,112.8,32.1,0.041087516,False,True
Portugal,Ricardo Jorge Luz Horta,113.6,47.0,0.29158956,True,True
Portugal,João Pedro Cavaco Cancelo,117.5,20.6,0.010523141,False,True
South Korea,Heung-Min Son,108.5,21.6,0.011031977,False,False
South Korea,Gue-Sung Cho,111.1,32.0,0.040536147,False,True
South Korea,Young-Gwon Kim,116.7,38.0,0.6242964,True,True
South Korea,In-Beom Hwang,98.2,31.4,0.020656463,False,False
Portugal,José Diogo Dalot Teixeira,92.8,40.0,0.036435805,False,True
Portugal,Vitor Machado Ferreira,91.6,45.7,0.017112639,False,True
Portugal,Cristiano Ronaldo dos Santos Aveiro,110.6,56.3,0.022429451,False,False
South Korea,Heung-Min Son,94.6,44.2,0.024709688,False,True
Portugal,Matheus Luiz Nunes,92.6,58.9,0.007849269,False,False
Portugal,Vitor Machado Ferreira,97.8,46.9,0.03675865,False,True
Portugal,Cristiano Ronaldo dos Santos Aveiro,112.7,35.0,0.28873095,False,False
Portugal,Ricardo Jorge Luz Horta,104.3,43.4,0.11468789,False,True
Portugal,Ricardo Jorge Luz Horta,101.8,45.2,0.052517958,False,False
South Korea,Heung-Min Son,104.5,54.7,0.023785131,False,False
South Korea,Jae-Sung Lee,97.9,50.9,0.021393217,False,False
South Korea,Heung-Min Son,98.1,47.1,0.039930075,False,True
South Korea,In-Beom Hwang,98.4,35.1,0.100738145,False,True
South Korea,Heung-Min Son,111.1,52.8,0.04621987,False,False
Portugal,Rafael Alexandre Conceição Leão,94.1,55.0,0.029762346,False,False
South Korea,Kang-In Lee,88.0,49.4,0.023724081,False,False
Portugal,João Maria Lobo Alves Palhinha Gonçalves,88.8,40.2,0.021024177,False,False
Portugal,João Pedro Cavaco Cancelo,112.1,25.0,0.04430043,False,False
South Korea,Hee-Chan Hwang,108.3,44.6,0.42196128,True,True
